id,postcode,latitude,longitude
2823,YO8 6QJ,53.768459,-0.971759
2824,YO8 6QL,53.769688,-0.976705
2825,YO8 4QT,53.781367,-1.072316
2826,YO8 4QY,53.784451,-1.087684
2827,YO8 4RT,53.790789,-1.082006
2828,YO8 4RU,53.783864,-1.087423
2829,YO8 4RW,53.785084,-1.083572
2833,YO8 4XG,53.785820,-1.083374
2834,YO8 4XH,53.785542,-1.083532
2835,YO8 4XJ,53.785066,-1.084756
2836,YO8 4XN,53.790084,-1.080321
2837,YO8 4XR,53.785055,-1.087929
2838,YO8 6QN,53.767332,-0.977880
2839,YO8 6QP,53.768788,-0.976859
2840,YO8 6QR,53.767941,-0.975499
2841,YO8 6QS,53.766459,-0.973547
2842,YO8 6QT,53.765674,-0.966922
2843,YO8 6QU,53.766379,-0.978905
2844,YO8 6QW,53.766104,-0.977928
2845,YO8 6QX,53.764050,-0.977763
2846,YO8 6QY,53.763550,-0.978124
2847,YO8 6QZ,53.764801,-0.977214
2848,YO8 6RA,53.764187,-0.980096
2849,YO8 6RB,53.768445,-0.974561
2850,YO8 6RD,53.770037,-0.976737
2851,YO8 6RE,53.770929,-0.976974
2852,YO8 6RF,53.768903,-0.974474
2853,YO8 6RG,53.764157,-0.978731
2854,YO8 6RH,53.767643,-0.975415
2855,YO8 6RJ,53.763180,-0.979051
2856,YO8 6RL,53.767684,-0.978039
2857,YO8 6RN,53.783798,-0.993705
2858,YO8 6RQ,53.764730,-0.980583
2859,YO8 6ST,53.791882,-0.968439
2860,YO8 6SU,53.793659,-0.969276
2861,YO8 6SX,53.793404,-0.970142
2862,YO8 6SY,53.792937,-0.966024
2863,YO8 6SZ,53.789771,-0.969047
2864,YO8 6TA,53.790503,-0.970112
2865,YO8 6TB,53.790916,-0.971089
2866,YO8 6TD,53.791287,-0.972774
2867,YO8 6TE,53.792800,-0.968866
2868,YO8 6TF,53.782181,-0.971616
2869,YO8 6TG,53.778066,-0.947891
2870,YO8 6TH,53.800501,-0.936716
2871,YO8 6TQ,53.790165,-0.949841
2872,YO8 6UD,53.768689,-0.973645
2873,YO8 6UE,53.768363,-0.973395
2874,YO8 6UF,53.767619,-0.973565
2875,YO8 6UG,53.767170,-0.973636
2877,YO8 6WY,53.784935,-1.067699
2878,YO8 6YS,53.761621,-0.967383
2879,YO8 6YT,53.770315,-0.979902
2880,YO8 6YU,53.765782,-0.975293
2881,YO8 6YX,53.765813,-0.976825
2882,YO8 6YY,53.765210,-0.975687
2883,YO8 6YZ,53.763768,-0.975221
2884,YO8 8AA,53.779050,-1.064537
2885,YO8 8AB,53.778387,-1.063671
2886,YO8 8AD,53.777626,-1.064098
2887,YO8 8AE,53.776251,-1.065105
2889,YO8 8AG,53.780988,-1.060684
2890,YO8 8AH,53.778285,-1.055251
2891,YO8 8AJ,53.777147,-1.054533
2892,YO8 8AL,53.774624,-1.058338
2893,YO8 8AN,53.778941,-1.052808
2894,YO8 8AP,53.780186,-1.052241
2895,YO8 8AQ,53.778723,-1.056015
2896,YO8 8AR,53.779136,-1.051469
2897,YO8 8AS,53.776956,-1.053126
2898,YO8 8AT,53.775065,-1.051545
2899,YO8 8AU,53.776847,-1.054130
2900,YO8 8AW,53.779509,-1.051976
2901,YO8 8AX,53.774822,-1.054965
2902,YO8 8AY,53.773691,-1.058480
2903,YO8 8AZ,53.774210,-1.058210
2904,YO8 8BA,53.773447,-1.062977
2905,YO8 8BB,53.778076,-1.053738
2906,YO8 8BD,53.778525,-1.065171
2907,YO8 8BE,53.781593,-1.061795
2908,YO8 8BF,53.772459,-1.062999
2909,YO8 8BG,53.782150,-1.063047
2910,YO8 8BH,53.783449,-1.062648
2911,YO8 8BJ,53.782296,-1.061186
2912,YO8 8BL,53.782945,-1.060276
2913,YO8 8BN,53.782113,-1.059526
2914,YO8 8BP,53.780132,-1.059055
2915,YO8 8BS,53.778579,-1.059418
2916,YO8 8BT,53.780027,-1.059641
2917,YO8 8BU,53.776281,-1.059879
2918,YO8 8BW,53.782085,-1.057260
2919,YO8 8BX,53.777887,-1.060587
2920,YO8 8BY,53.776825,-1.059245
2921,YO8 8BZ,53.780119,-1.058685
2922,YO8 8DA,53.779429,-1.057851
2924,YO8 8DD,53.779027,-1.054719
2925,YO8 4XS,53.785949,-1.085162
2926,YO8 4XT,53.786028,-1.087027
2927,YO8 4XU,53.785475,-1.086462
2928,YO8 4XX,53.785301,-1.085996
2929,YO8 4XY,53.784588,-1.086831
2930,YO8 4XZ,53.784811,-1.085490
2931,YO8 4YA,53.790051,-1.081915
2932,YO8 4YB,53.790778,-1.080518
2933,YO8 4YD,53.790577,-1.081266
2934,YO8 4YE,53.790331,-1.079678
2935,YO8 4YF,53.789705,-1.082469
2936,YO8 4YG,53.788924,-1.077872
2937,YO8 4YH,53.788489,-1.078686
2938,YO8 4YJ,53.787960,-1.077635
2939,YO8 4YL,53.790456,-1.081998
2941,YO8 4YQ,53.788866,-1.078556
2943,YO8 4YS,53.787082,-1.073359
2944,YO8 4YX,53.789214,-1.082951
2945,YO8 4YY,53.789071,-1.081891
2946,YO8 4YZ,53.784928,-1.080692
2947,YO8 5AA,53.786329,-1.062007
2948,YO8 5AB,53.786788,-1.061987
2949,YO8 5AD,53.787596,-1.059641
2950,YO8 5AE,53.787843,-1.057936
2951,YO8 5AF,53.787649,-1.050457
2952,YO8 5AG,53.787225,-1.059376
2953,YO8 5AH,53.786046,-1.061406
2954,YO8 5AJ,53.786277,-1.061082
2955,YO8 5AL,53.786791,-1.060145
2956,YO8 5AN,53.787370,-1.061832
2957,YO8 5AP,53.787079,-1.062522
2958,YO8 5AQ,53.785700,-1.062082
2959,YO8 5AR,53.786875,-1.062860
2960,YO8 5AS,53.786502,-1.063460
2961,YO8 5AT,53.786129,-1.064061
2962,YO8 5AU,53.786073,-1.064942
2963,YO8 5AW,53.787451,-1.062792
2964,YO8 5AX,53.785099,-1.063193
2965,YO8 5AY,53.783532,-1.058321
2966,YO8 5AZ,53.788825,-1.045695
2967,YO8 5BA,53.790199,-1.044616
2968,YO8 5BB,53.790413,-1.045370
2969,YO8 5BD,53.789488,-1.044359
2970,YO8 5BE,53.789647,-1.043799
2972,YO8 5BH,53.789249,-1.043596
2973,YO8 5BJ,53.790985,-1.041532
2974,YO8 5BL,53.782227,-1.046639
2975,YO8 5BP,53.785637,-1.064375
2976,YO8 5BQ,53.790170,-1.043099
2977,YO8 5BS,53.792219,-1.045223
2978,YO8 5BT,53.792183,-1.044146
2979,YO8 5DA,53.818023,-0.996683
2980,YO8 5DB,53.816710,-0.982397
2981,YO8 5DD,53.824331,-0.984476
2982,YO8 5DE,53.839440,-0.981429
2983,YO8 5DF,53.832867,-0.975799
2984,YO8 5DG,53.816854,-0.937047
2985,YO8 5DZ,53.784031,-1.049810
2986,YO8 5EU,53.803331,-1.037758
2987,YO8 5EX,53.801957,-1.037835
2988,YO8 5EY,53.802650,-1.037965
2989,YO8 5EZ,53.806034,-1.041872
2990,YO8 5GZ,53.799835,-1.036608
2991,YO8 5HA,53.796177,-1.038969
2992,YO8 5HB,53.796895,-1.039864
2993,YO8 5HD,53.798303,-1.038359
2994,YO8 5HE,53.795825,-1.035076
2995,YO8 5HF,53.797272,-1.034571
2996,YO8 5HG,53.796539,-1.031355
2997,YO8 5HH,53.796393,-1.028868
2998,YO8 5HJ,53.796572,-1.029866
2999,YO8 5HL,53.797320,-1.030137
3000,YO8 5HN,53.794806,-1.028328
3001,YO8 5HP,53.797063,-1.022679
3002,YO8 5HQ,53.797035,-1.031632
3003,YO8 5HR,53.797021,-1.014385
3004,YO8 5HS,53.795066,-1.024782
3005,YO8 5HT,53.794345,-1.025490
3006,YO8 5HU,53.794218,-1.027765
3007,YO8 5HW,53.795565,-1.026610
3008,YO8 5HX,53.787517,-1.018150
3009,YO8 5HY,53.793889,-1.028304
3010,YO8 5HZ,53.794540,-1.028714
3011,YO8 5JA,53.797492,-1.040220
3012,YO8 5JB,53.797090,-1.040679
3013,YO8 5JD,53.805651,-1.037887
3014,YO8 5JE,53.797899,-1.041592
3015,YO8 5JF,53.798838,-1.039871
3016,YO8 5JG,53.798233,-1.042035
3017,YO8 5JH,53.800184,-1.040927
3018,YO8 5JJ,53.799790,-1.039965
3019,YO8 5JL,53.800275,-1.037646
3020,YO8 5JN,53.800978,-1.037964
3021,YO8 5JP,53.803298,-1.039216
3022,YO8 5JQ,53.797794,-1.044413
3023,YO8 5JR,53.805761,-1.038999
3024,YO8 5JS,53.806569,-1.040205
3025,YO8 3UA,53.822576,-1.147119
3026,YO8 3UB,53.816692,-1.146257
3027,YO8 3UD,53.822985,-1.138913
3028,YO8 3UE,53.823967,-1.130568
3029,YO8 3UF,53.828215,-1.130009
3030,YO8 3UG,53.829437,-1.131331
3031,YO8 3UH,53.830178,-1.133063
3032,YO8 3UJ,53.822776,-1.148802
3033,YO8 3UL,53.812875,-1.099991
3034,YO8 3UN,53.813471,-1.100465
3035,YO8 3UP,53.811064,-1.092215
3036,YO8 3UQ,53.812553,-1.099042
3037,YO8 3UR,53.805360,-1.090343
3038,YO8 3US,53.814540,-1.102735
3039,YO8 3UT,53.811007,-1.100290
3040,YO8 3UU,53.813638,-1.102299
3041,YO8 3UW,53.812602,-1.097188
3043,YO8 3UY,53.813448,-1.106858
3044,YO8 3UZ,53.812840,-1.107190
3045,YO8 5JT,53.805752,-1.042622
3046,YO8 5JU,53.805401,-1.041446
3047,YO8 5JW,53.800934,-1.036917
3048,YO8 5JX,53.806526,-1.038247
3049,YO8 5JY,53.807636,-1.038780
3050,YO8 5JZ,53.814900,-1.043462
3051,YO8 5LA,53.813837,-1.041837
3052,YO8 5LB,53.811481,-1.032878
3053,YO8 5LD,53.818904,-1.020425
3054,YO8 5LE,53.816842,-1.011308
3055,YO8 5LF,53.811213,-1.008652
3056,YO8 5LG,53.798515,-1.044624
3057,YO8 5LH,53.806062,-1.040869
3058,YO8 5LJ,53.803706,-1.038302
3059,YO8 5LL,53.798705,-1.042611
3060,YO8 5LP,53.802811,-1.040047
3061,YO8 5LQ,53.798952,-1.040688
3062,YO8 5LW,53.801077,-1.042218
3063,YO8 5NE,53.801917,-1.040736
3064,YO8 5RA,53.825263,-0.961248
3065,YO8 5RB,53.823825,-0.960071
3066,YO8 5RD,53.825590,-0.959388
3067,YO8 5RE,53.825140,-0.957408
3068,YO8 5RF,53.826341,-0.965339
3069,YO8 5RG,53.825083,-0.960940
3070,YO8 5RH,53.826928,-0.961465
3071,YO8 5RJ,53.824916,-0.958507
3072,YO8 5RL,53.822137,-0.959427
3073,YO8 5RN,53.823686,-0.960473
3074,YO8 5RP,53.824521,-0.959565
3075,YO8 5RQ,53.826484,-0.961021
3076,YO8 5RR,53.824713,-0.967124
3077,YO8 5RS,53.823364,-0.969271
3078,YO8 5RT,53.824014,-0.969650
3079,YO8 5RU,53.828418,-0.964063
3080,YO8 5RW,53.826266,-0.961801
3081,YO8 5RX,53.841770,-0.963788
3082,YO8 5RY,53.827884,-0.950533
3083,YO8 5RZ,53.824797,-0.963493
3084,YO8 5SA,53.825379,-0.964193
3085,YO8 5SB,53.824440,-0.964571
3086,YO8 5SD,53.837779,-0.994766
3087,YO8 5SE,53.836978,-0.990014
3088,YO8 5SF,53.839633,-0.992595
3089,YO8 5SG,53.837042,-0.991274
3091,YO8 5SJ,53.838862,-1.004443
3092,YO8 5SL,53.842025,-1.006733
3093,YO8 5SN,53.852073,-0.995869
3094,YO8 5SP,53.837839,-0.991778
3095,YO8 5SQ,53.838738,-0.997075
3096,YO8 5SR,53.797701,-1.018423
3097,YO8 5SS,53.823709,-0.968655
3098,YO8 5ST,53.827210,-0.963417
3099,YO8 5SW,53.846693,-0.990951
3100,YO8 5TD,53.823271,-0.961632
3101,YO8 5TJ,53.824198,-0.962794
3102,YO8 5TL,53.824401,-0.962318
3103,YO8 5TN,53.824653,-0.965517
3104,YO8 5TP,53.823813,-0.965112
3105,YO8 5TR,53.823551,-0.966942
3106,YO8 5TS,53.824081,-0.966974
3107,YO8 5TT,53.824634,-0.966429
3108,YO8 5TU,53.825759,-0.963454
3109,YO8 5TW,53.824702,-0.964984
3110,YO8 5UT,53.796987,-1.042397
3111,YO8 5UU,53.797789,-1.044899
3112,YO8 5UW,53.797859,-1.042423
3113,YO8 5UX,53.807811,-1.038187
3114,YO8 5UY,53.808505,-1.038444
3115,YO8 5UZ,53.799380,-1.041507
3116,YO8 5XA,53.804260,-1.036932
3117,YO8 5XB,53.804302,-1.037705
3118,YO8 5XD,53.802369,-1.036565
3119,YO8 5XE,53.802139,-1.036996
3120,YO8 5XF,53.803364,-1.037332
3121,YO8 5XG,53.805133,-1.040465
3122,YO8 5XH,53.795009,-1.042396
3123,YO8 5XJ,53.795332,-1.043346
3124,YO8 5XL,53.794795,-1.041430
3125,YO8 3WA,53.790503,-1.076365
3126,YO8 3WB,53.790350,-1.077537
3127,YO8 3WD,53.829888,-1.137617
3128,YO8 3WH,53.828028,-1.129172
3129,YO8 3WJ,53.812162,-1.097243
3132,YO8 3XA,53.812506,-1.109583
3133,YO8 3XB,53.814870,-1.104794
3134,YO8 3XD,53.815840,-1.103512
3135,YO8 3XE,53.815349,-1.099118
3136,YO8 3XF,53.814825,-1.099070
3137,YO8 3XJ,53.811950,-1.096549
3138,YO8 3XL,53.815031,-1.103484
3140,YO8 3XP,53.815240,-1.102629
3141,YO8 3XQ,53.813853,-1.100903
3142,YO8 3XW,53.814273,-1.099521
3143,YO8 3YF,53.784935,-1.067699
3144,YO8 3YN,53.815964,-1.104406
3145,YO8 3YP,53.814792,-1.097845
3146,YO8 3YT,53.787087,-1.073966
3147,YO8 3YU,53.787478,-1.074521
3148,YO8 3YW,53.814554,-1.098634
3149,YO8 4AA,53.783037,-1.063937
3150,YO8 4AD,53.781758,-1.071913
3151,YO8 4AE,53.781820,-1.072777
3153,YO8 4AH,53.782282,-1.073358
3154,YO8 4AJ,53.782695,-1.073213
3155,YO8 4AL,53.781788,-1.074422
3156,YO8 4AN,53.781630,-1.073889
3157,YO8 4AP,53.781023,-1.074388
3158,YO8 4AQ,53.781665,-1.075987
3159,YO8 4AR,53.781006,-1.075547
3160,YO8 4AS,53.782134,-1.075092
3161,YO8 4AT,53.779760,-1.075999
3162,YO8 4AU,53.780291,-1.073757
3163,YO8 4AW,53.781191,-1.073989
3164,YO8 4AX,53.780947,-1.072659
3165,YO8 4AY,53.781068,-1.076739
3166,YO8 4AZ,53.780046,-1.078234
3167,YO8 4BA,53.780687,-1.073894
3168,YO8 4BD,53.785353,-1.076341
3169,YO8 4BE,53.783173,-1.072322
3170,YO8 4BG,53.787394,-1.074141
3171,YO8 4BH,53.787114,-1.075164
3172,YO8 4BJ,53.786224,-1.075078
3173,YO8 4BL,53.785036,-1.074821
3174,YO8 4BN,53.785015,-1.075550
3175,YO8 4BP,53.786852,-1.076189
3176,YO8 4BQ,53.785509,-1.075594
3177,YO8 4BR,53.787818,-1.075513
3178,YO8 4BS,53.787664,-1.077617
3179,YO8 4BT,53.786821,-1.076810
3180,YO8 4BU,53.786683,-1.077481
3181,YO8 4BW,53.785939,-1.076617
3182,YO8 4BX,53.786527,-1.078259
3183,YO8 4BY,53.787225,-1.080201
3184,YO8 4BZ,53.787049,-1.080706
3185,YO8 4DA,53.787633,-1.083000
3186,YO8 4DB,53.788041,-1.084737
3187,YO8 4DD,53.788630,-1.084072
3188,YO8 4DE,53.788546,-1.083739
3189,YO8 4DF,53.785996,-1.082869
3190,YO8 4DG,53.786589,-1.082811
3191,YO8 4DH,53.786285,-1.080723
3192,YO8 4DL,53.785472,-1.080048
3193,YO8 4DN,53.787828,-1.079156
3194,YO8 4DP,53.788233,-1.080346
3195,YO8 4DQ,53.785916,-1.081884
3196,YO8 4DR,53.789001,-1.079722
3197,YO8 4DS,53.784550,-1.068867
3198,YO8 4DT,53.784560,-1.069180
3199,YO8 4DW,53.788575,-1.080430
3200,YO8 4DY,53.784688,-1.069465
3201,YO8 4DZ,53.784532,-1.070213
3202,YO8 4EA,53.785388,-1.068130
3203,YO8 4ED,53.785710,-1.067090
3204,YO8 4EE,53.785563,-1.068571
3205,YO8 4EF,53.785651,-1.068342
3206,YO8 4EG,53.786208,-1.066972
3207,YO8 4EH,53.784954,-1.067704
3208,YO8 4EJ,53.784806,-1.068476
3209,YO8 4EL,53.785949,-1.077745
3210,YO8 4EQ,53.785220,-1.067390
3211,YO8 4ER,53.787800,-1.069655
3212,YO8 4ET,53.783916,-1.071764
3214,YO8 4EZ,53.783694,-1.073342
3215,YO8 4FP,53.779823,-1.097314
3216,YO8 4FU,53.779498,-1.097154
3217,YO8 4FX,53.779885,-1.095872
3218,YO8 4GA,53.786043,-1.077343
3220,YO8 4GS,53.784935,-1.067699
3221,YO8 4HA,53.782837,-1.075289
3222,YO8 4HB,53.782834,-1.076048
3223,YO8 4HD,53.782399,-1.075602
3224,YO8 4HE,53.783564,-1.071721
3225,YO7 4RH,54.233333,-1.416564
3226,YO7 4RN,54.231846,-1.415894
3227,YO7 4RP,54.232463,-1.412226
3228,YO7 4RS,54.233662,-1.415946
3229,YO7 4RT,54.234141,-1.414650
3230,YO7 4RU,54.239952,-1.401806
3231,YO7 4RW,54.232233,-1.414140
3232,YO7 4RX,54.232328,-1.390582
3233,YO7 4RY,54.231770,-1.413011
3234,YO7 4RZ,54.232390,-1.413018
3235,YO7 4SB,54.212851,-1.439393
3236,YO7 4SD,54.215519,-1.438521
3237,YO7 4SE,54.212595,-1.442432
3238,YO7 4SF,54.210846,-1.439343
3239,YO7 4SG,54.202775,-1.432500
3240,YO7 4SH,54.197717,-1.434776
3241,YO7 4SQ,54.196999,-1.433966
3253,YO8 4HH,53.783231,-1.071620
3254,YO8 4HJ,53.783557,-1.070751
3255,YO8 4HL,53.782956,-1.070900
3256,YO8 4HQ,53.785279,-1.066827
3257,YO8 4HS,53.781943,-1.077069
3258,YO8 4HT,53.780428,-1.078772
3259,YO8 4HU,53.780135,-1.082845
3260,YO8 4HX,53.781440,-1.081684
3261,YO8 4HY,53.780252,-1.081598
3262,YO8 4HZ,53.780499,-1.085796
3263,YO8 4JA,53.779436,-1.086508
3264,YO8 4JB,53.779426,-1.085319
3265,YO8 4JD,53.778969,-1.084373
3266,YO8 4JE,53.778602,-1.085701
3267,YO8 4JF,53.778703,-1.087201
3268,YO8 4JG,53.779511,-1.089339
3269,YO8 4JH,53.779004,-1.097241
3270,YO8 4JJ,53.778842,-1.088822
3271,YO8 4JL,53.778040,-1.089679
3272,YO8 4JN,53.778601,-1.090314
3273,YO8 4JP,53.777679,-1.100259
3274,YO8 4JQ,53.779474,-1.091677
3275,YO8 4JR,53.779772,-1.098909
3276,YO8 4JS,53.783160,-1.069481
3277,YO8 4JT,53.778091,-1.094195
3278,YO8 4JW,53.777713,-1.094082
3279,YO8 4JX,53.777586,-1.092588
3280,YO8 4LB,53.787846,-1.074556
3281,YO8 4LG,53.786773,-1.072926
3282,YO8 4LR,53.788257,-1.074183
3283,YO8 4NH,53.784820,-1.065641
3284,YO8 4NJ,53.784246,-1.064442
3285,YO8 4NL,53.788487,-1.075120
3286,YO8 4NN,53.783797,-1.063521
3287,YO8 4NS,53.784195,-1.068460
3288,YO8 4NT,53.784136,-1.068962
3289,YO8 4NU,53.782872,-1.069536
3290,YO8 4NW,53.783419,-1.063352
3291,YO8 4NX,53.784155,-1.069159
3292,YO8 4NY,53.780179,-1.067385
3293,YO8 4NZ,53.780616,-1.065944
3294,YO8 4PA,53.783667,-1.068790
3295,YO8 4PB,53.783745,-1.069385
3296,YO8 4PD,53.783517,-1.068019
3297,YO8 4PE,53.783424,-1.067611
3298,YO8 4PF,53.784281,-1.067957
3299,YO8 4PG,53.784627,-1.067433
3300,YO8 4PH,53.785101,-1.067028
3301,YO8 4PJ,53.785262,-1.065679
3302,YO8 4PL,53.785023,-1.066225
3303,YO8 4PQ,53.784800,-1.066534
3304,YO8 4PR,53.783686,-1.065304
3305,YO8 4PS,53.783264,-1.067681
3306,YO8 4PT,53.784344,-1.065664
3307,YO8 4PU,53.783834,-1.065903
3308,YO8 4PW,53.782674,-1.067082
3309,YO8 4PX,53.783100,-1.068635
3310,YO8 4PY,53.782958,-1.068690
3311,YO8 4PZ,53.784678,-1.065899
3312,YO8 4QA,53.783557,-1.069688
3313,YO8 4QB,53.783008,-1.070510
3314,YO8 4QD,53.782132,-1.071328
3315,YO8 4QE,53.781720,-1.071433
3316,YO8 4QF,53.780656,-1.072241
3317,YO8 4QG,53.780507,-1.071607
3318,YO8 4QH,53.780904,-1.068173
3319,YO8 4QJ,53.781629,-1.066786
3320,YO8 4QL,53.781607,-1.066255
3321,YO8 4QN,53.779809,-1.067282
3323,YO8 4QQ,53.780824,-1.067113
3324,YO8 4QR,53.784465,-1.066207
3325,YO7 9AB,54.232597,-1.328747
3332,YO7 9AN,54.232597,-1.328747
3333,YO7 9AP,54.232597,-1.328747
3345,YO8 1BQ,53.784954,-1.067704
3358,YO8 1SA,53.777452,-1.079869
3359,YO8 1SB,53.780097,-1.069764
3360,YO8 1SD,53.780097,-1.069764
3361,YO8 1SE,53.780097,-1.069764
3362,YO8 1SF,53.780097,-1.069764
3363,YO8 1SG,53.780097,-1.069764
3365,YO8 1SJ,53.780097,-1.069764
3366,YO8 1SL,53.780097,-1.069764
3368,YO8 1SP,53.780097,-1.069764
3372,YO8 1ST,53.780097,-1.069764
3374,YO8 1SW,53.780097,-1.069764
3375,YO8 1SX,53.780097,-1.069764
3382,YO8 1TF,53.780097,-1.069764
3386,YO8 1TL,53.780097,-1.069764
3387,YO8 3AA,53.786690,-1.070317
3388,YO8 3BH,53.786608,-1.073673
3389,YO8 3ED,53.788837,-1.065731
3390,YO8 3EH,53.788459,-1.065496
3391,YO8 3EL,53.788076,-1.067083
3392,YO8 3ES,53.788266,-1.068400
3393,YO8 3FR,53.816532,-1.104682
3394,YO8 3FS,53.811640,-1.099562
3395,YO8 3FT,53.816231,-1.105342
3396,YO8 3FW,53.813838,-1.098938
3397,YO8 3FY,53.812273,-1.110377
3398,YO8 3FZ,53.786854,-1.069433
3399,YO8 3GA,53.787805,-1.068076
3400,YO8 3GB,53.787411,-1.070408
3401,YO8 3GD,53.787379,-1.068738
3402,YO8 3GE,53.789176,-1.070814
3403,YO8 3GH,53.785230,-1.069595
3404,YO8 3JT,53.787414,-1.069800
3405,YO8 3JX,53.785898,-1.067784
3406,YO8 3JY,53.786348,-1.068979
3407,YO8 3JZ,53.786891,-1.069508
3408,YO8 3LD,53.786995,-1.071211
3409,YO8 3LF,53.786684,-1.071135
3410,YO8 3LH,53.787634,-1.071465
3411,YO8 3LJ,53.789515,-1.075087
3412,YO8 3LL,53.787848,-1.072477
3413,YO8 3LQ,53.786321,-1.072440
3414,YO8 3LR,53.793633,-1.077784
3415,YO8 3LS,53.789360,-1.073810
3416,YO8 3LT,53.789320,-1.075647
3417,YO8 3LU,53.789606,-1.076658
3418,YO8 3LW,53.787708,-1.072935
3419,YO8 3LX,53.791469,-1.075782
3420,YO8 3LY,53.795065,-1.080546
3421,YO8 3LZ,53.794463,-1.079329
3422,YO8 3NA,53.794147,-1.079124
3423,YO8 3NB,53.793909,-1.073998
3424,YO8 3ND,53.794316,-1.075507
3425,YO7 3TY,54.227211,-1.328297
3428,YO7 3WU,54.232597,-1.328747
3431,YO7 3XB,54.154713,-1.418136
3432,YO7 3XX,54.232597,-1.328747
3433,YO7 3YA,54.135106,-1.407758
3434,YO7 3YB,54.132149,-1.402245
3435,YO7 3YD,54.132980,-1.401315
3436,YO7 3YE,54.132282,-1.403804
3437,YO7 4AA,54.243301,-1.350010
3438,YO7 4AB,54.254688,-1.357589
3439,YO7 4AD,54.264824,-1.360471
3440,YO7 4AE,54.261452,-1.351107
3441,YO7 4AF,54.263342,-1.349895
3442,YO7 4AG,54.274258,-1.349140
3443,YO7 4AH,54.283622,-1.351394
3444,YO7 4AJ,54.285083,-1.340711
3445,YO7 4AL,54.288972,-1.342825
3446,YO7 4AN,54.288801,-1.340145
3447,YO7 4AP,54.277111,-1.325337
3448,YO7 4AQ,54.279638,-1.339370
3449,YO7 4AR,54.280829,-1.337886
3450,YO7 4AS,54.282147,-1.337296
3451,YO7 4AT,54.282974,-1.338988
3452,YO7 4AU,54.284527,-1.337648
3453,YO7 4AW,54.292147,-1.340767
3454,YO7 4AY,54.285941,-1.337573
3455,YO7 4AZ,54.286234,-1.333652
3456,YO7 4BA,54.285787,-1.334663
3457,YO7 4BB,54.285771,-1.321509
3458,YO7 4BD,54.295817,-1.325907
3459,YO8 3NE,53.789181,-1.075134
3460,YO8 3NF,53.788604,-1.076073
3461,YO8 3PN,53.810936,-1.101506
3462,YO8 3QS,53.800398,-1.087930
3463,YO8 3QT,53.806369,-1.096486
3464,YO8 3QU,53.818720,-1.112459
3465,YO8 3QX,53.819626,-1.121893
3466,YO8 3QZ,53.810083,-1.124790
3467,YO8 3RA,53.815305,-1.138387
3468,YO8 3RB,53.804668,-1.144142
3469,YO8 3RD,53.790889,-1.142874
3470,YO8 3RE,53.792981,-1.123856
3471,YO8 3RG,53.783224,-1.119612
3472,YO8 3RH,53.783398,-1.115000
3473,YO8 3RJ,53.791475,-1.101375
3474,YO8 3RL,53.791263,-1.094554
3475,YO8 3RN,53.795181,-1.099414
3476,YO8 3RP,53.817223,-1.097392
3477,YO8 3RQ,53.787887,-1.119317
3478,YO8 3RR,53.810593,-1.070730
3479,YO8 3RS,53.798029,-1.063993
3480,YO8 3RT,53.835015,-1.130805
3481,YO8 3RW,53.804266,-1.123347
3482,YO8 3RX,53.781557,-1.106838
3483,YO8 3RY,53.811733,-1.140343
3484,YO8 3RZ,53.794415,-1.074260
3485,YO8 3SA,53.832267,-1.132320
3486,YO8 3SB,53.828833,-1.128593
3487,YO8 3SD,53.824919,-1.150465
3488,YO8 3SE,53.812866,-1.102422
3489,YO8 3SF,53.828429,-1.123740
3490,YO8 3SG,53.831752,-1.127013
3491,YO8 3SH,53.829323,-1.124222
3492,YO8 3SJ,53.828237,-1.122042
3493,YO8 3SL,53.827284,-1.120746
3494,YO8 3SN,53.833212,-1.122682
3495,YO8 3SP,53.832430,-1.127531
3496,YO8 3SQ,53.829522,-1.128093
3497,YO8 3SR,53.832898,-1.130119
3498,YO8 3SS,53.831869,-1.131979
3499,YO8 3ST,53.829119,-1.135758
3500,YO8 3SU,53.829972,-1.135619
3501,YO8 3SW,53.832332,-1.126454
3502,YO8 3SX,53.830500,-1.135411
3503,YO8 3SY,53.829375,-1.136422
3504,YO8 3SZ,53.831236,-1.134013
3505,YO8 3TA,53.832595,-1.134274
3506,YO8 3TB,53.833082,-1.131969
3507,YO8 3TD,53.832803,-1.128161
3508,YO8 3TE,53.831499,-1.126976
3509,YO8 3TF,53.831935,-1.133649
3510,YO8 3TG,53.828568,-1.125499
3511,YO8 3TH,53.833217,-1.129374
3512,YO8 3TJ,53.834210,-1.127576
3513,YO8 3TL,53.833784,-1.129584
3514,YO8 3TN,53.833651,-1.129785
3515,YO8 3TP,53.834090,-1.130854
3516,YO8 3TQ,53.833444,-1.129850
3517,YO8 3TR,53.835499,-1.133135
3518,YO8 3TS,53.835780,-1.132187
3519,YO8 3TT,53.839025,-1.139688
3520,YO8 3TU,53.838089,-1.148284
3521,YO8 3TW,53.834527,-1.130450
3522,YO8 3TX,53.831025,-1.156019
3523,YO8 3TY,53.834168,-1.130357
3524,YO8 3TZ,53.824919,-1.150465
3525,YO7 4BE,54.295939,-1.324436
3526,YO7 4BG,54.300286,-1.317388
3527,YO7 4BH,54.308326,-1.307265
3528,YO7 4BJ,54.312600,-1.309699
3529,YO7 4BL,54.314603,-1.331678
3530,YO7 4BN,54.308694,-1.334662
